time_s,position_m,velocity_mps,velocity_kmh,acceleration_mps2,motor_rpm,torque_left_nm,torque_right_nm,tractive_force_n,rolling_resistance_n,aero_drag_n,grade_force_n,net_force_n,battery_power_kw,mechanical_power_kw,power_limited
1.72,10.49676612278855,11.975156091630982,43.11056192987154,6.440131599597638,2196.165108062331,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,189.7239728032399,0.0,1539.1914523038356,26.080297203170428,23.472267482853386,0.0
1.725,10.5567224048917,12.00735674962897,43.226484298664296,6.435856744727034,2202.0704976047064,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,190.74566311731428,0.0,1538.1697619897611,26.150425953417955,23.53538335807616,0.0
1.73,10.616839636849154,12.039536033352606,43.34232972006938,6.4315732594037565,2207.9719672453134,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,191.76941610957766,0.0,1537.1460089974978,26.22050815333885,23.598457338004966,0.0
1.735,10.677117711681658,12.071693899649626,43.458098038738655,6.42728117223945,2213.869509070309,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,192.79522494184664,0.0,1536.1202001652287,26.29054370895321,23.66148933805789,0.0
1.74,10.73755652219456,12.103830305510822,43.57378909983896,6.422980511872831,2219.7631151920878,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,193.82308276946873,0.0,1535.0923423376066,26.360532526592717,23.724479273933444,0.0
1.745,10.798155960978512,12.135945208070186,43.689402749052675,6.418671306969304,2225.6527777493034,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,194.8529827414117,0.0,1534.0624423656636,26.43047451290088,23.787427061610792,0.0
1.75,10.858915920410201,12.168038564605032,43.80493883257812,6.414353586220595,2231.538488906897,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,195.88491800035334,0.0,1533.030507106722,26.500369574833396,23.85033261735006,0.0
1.7550000000000001,10.919836292653054,12.200110332536136,43.92039719713009,6.410027378344371,2237.4202408561164,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,196.91888168277075,0.0,1531.9965434243047,26.57021761965837,23.913195857692532,0.0
1.76,10.980916969657963,12.232160469427857,44.03577768994029,6.405692712083874,2243.298025814545,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,197.95486691902974,0.0,1530.9605581880458,26.640018554956622,23.97601669946096,0.0
1.7650000000000001,11.042157843164004,12.264188932988276,44.15108015875779,6.401349616207535,2249.1718360261207,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,198.99286683347444,0.0,1529.922558273601,26.70977228862197,24.038795059759774,0.0
1.77,11.103558804699148,12.296195681069314,44.26630445184953,6.396998119508615,2255.0416637611634,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,200.03287454451632,0.0,1528.8825505625591,26.77947872886152,24.10153085597537,0.0
1.7750000000000001,11.16511974558099,12.328180671666857,44.38145041800069,6.39263825080482,2260.9075013163924,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,201.07488316472333,0.0,1527.840541942352,26.849137784195875,24.164224005776287,0.0
1.78,11.226840556917459,12.36014386292088,44.49651790651517,6.388270038937933,2266.769341014956,51.0306904761905,51.0306904761905,1764.0722653570754,35.156840249999995,202.11888580090923,0.0,1526.796539306166,26.918749363459494,24.226874427113543,0.0
